Gene name,chromosome,tss_loc,gene_symbol,gene_ensembl_id
MRPS18BP2,2,139668547,MRPS18BP2,ENSG00000235232
MRPS18C,4,83455932,MRPS18C,ENSG00000163319
MRPS18CP4,12,14237091,MRPS18CP4,ENSG00000255763
MRPS18CP6,22,44483717,MRPS18CP6,ENSG00000228807
MRPS18CP7,X,53825887,MRPS18CP7,ENSG00000235916
MRPS2,9,135499984,MRPS2,ENSG00000122140
MRPS21,1,150293861,MRPS21,ENSG00000266472
MRPS21P1,1,65092614,MRPS21P1,ENSG00000234496
MRPS21P2,1,157861197,MRPS21P2,ENSG00000227425
MRPS21P3,1,197363817,MRPS21P3,ENSG00000221879
MRPS21P5,10,28004702,MRPS21P5,ENSG00000226395
MRPS21P6,10,125166677,MRPS21P6,ENSG00000214298
MRPS21P7,16,49708006,MRPS21P7,ENSG00000260024
MRPS21P8,16,49764454,MRPS21P8,ENSG00000259978
MRPS21P9,17,50450725,MRPS21P9,ENSG00000262759
MRPS22,3,139005806,MRPS22,ENSG00000175110
MRPS22P1,X,87809883,MRPS22P1,ENSG00000271056
MRPS23,17,57850056,MRPS23,ENSG00000181610
MRPS24,7,43869893,MRPS24,ENSG00000062582
MRPS25,3,15065339,MRPS25,ENSG00000131368
MRPS26,20,3046052,MRPS26,ENSG00000125901
MRPS27,5,72321717,MRPS27,ENSG00000113048
MRPS28,8,80030289,MRPS28,ENSG00000147586
MRPS30,5,44808947,MRPS30,ENSG00000112996
MRPS30-DT,5,44809850,MRPS30-DT,ENSG00000251141
MRPS31,13,40771190,MRPS31,ENSG00000102738
MRPS31P1,3,41189041,MRPS31P1,ENSG00000275256
MRPS31P2,13,19570288,MRPS31P2,ENSG00000232894
MRPS31P4,13,52617558,MRPS31P4,ENSG00000250299
MRPS31P5,13,52194833,MRPS31P5,ENSG00000291010
MRPS33,7,141015228,MRPS33,ENSG00000090263
MRPS33P2,4,38007105,MRPS33P2,ENSG00000249649
MRPS33P3,4,115142982,MRPS33P3,ENSG00000251308
MRPS33P4,20,52511252,MRPS33P4,ENSG00000234821
MRPS34,16,1773150,MRPS34,ENSG00000074071
MRPS35,12,27710822,MRPS35,ENSG00000061794
MRPS35-DT,12,27710803,MRPS35-DT,ENSG00000256377
MRPS35P2,5,98402732,MRPS35P2,ENSG00000250830
MRPS35P3,10,57982285,MRPS35P3,ENSG00000270192
MRPS36P1,3,6773343,MRPS36P1,ENSG00000236152
MRPS36P2,4,186900540,MRPS36P2,ENSG00000249539
MRPS36P3,8,122091480,MRPS36P3,ENSG00000253814
MRPS36P4,11,112208601,MRPS36P4,ENSG00000255231
MRPS36P5,12,43054386,MRPS36P5,ENSG00000257927
MRPS5,2,95122006,MRPS5,ENSG00000144029
MRPS5P3,5,127143247,MRPS5P3,ENSG00000214743
MRPS5P4,18,60519841,MRPS5P4,ENSG00000266915
MRPS6,21,34073224,MRPS6,ENSG00000243927
MRPS6P2,1,50846468,MRPS6P2,ENSG00000237130
MRPS6P4,12,89319364,MRPS6P4,ENSG00000257820
MRPS7,17,75261674,MRPS7,ENSG00000125445
MRPS9,2,105038069,MRPS9,ENSG00000135972
MRPS9-AS1,2,105103047,MRPS9-AS1,ENSG00000231851
MRPS9-AS2,2,105038671,MRPS9-AS2,ENSG00000224509
MRRF,9,122264603,MRRF,ENSG00000148187
MRRFP1,X,123117781,MRRFP1,ENSG00000224236
MRS2,6,24402908,MRS2,ENSG00000124532
MRS2P1,8,124920428,MRS2P1,ENSG00000250428
MRS2P2,12,71850428,MRS2P2,ENSG00000257802
MRTFA,22,40636719,MRTFA,ENSG00000196588
MRTFA-AS1,22,40521800,MRTFA-AS1,ENSG00000232564
MRTFB,16,14071319,MRTFB,ENSG00000186260
MRTO4,1,19251805,MRTO4,ENSG00000053372
MS4A1,11,60455846,MS4A1,ENSG00000156738
MS4A10,11,60785333,MS4A10,ENSG00000172689
MS4A12,11,60492778,MS4A12,ENSG00000071203
MS4A13,11,60515392,MS4A13,ENSG00000204979
MS4A14,11,60378530,MS4A14,ENSG00000166928
MS4A15,11,60756867,MS4A15,ENSG00000166961
MS4A18,11,60724720,MS4A18,ENSG00000214782
MS4A19P,11,60577856,MS4A19P,ENSG00000283601
MS4A2,11,60088261,MS4A2,ENSG00000149534
MS4A3,HSCHR11_1_CTG3_1,150459,MS4A3,ENSG00000284903
MS4A4A,11,60185657,MS4A4A,ENSG00000110079
MS4A4E,11,60243137,MS4A4E,ENSG00000214787
MS4A5,11,60429572,MS4A5,ENSG00000166930
MS4A6A,11,60184666,MS4A6A,ENSG00000110077
MS4A6E,11,60327255,MS4A6E,ENSG00000166926
MS4A7,11,60378485,MS4A7,ENSG00000166927
MS4A8,11,60699585,MS4A8,ENSG00000166959
MSANTD1,4,3244369,MSANTD1,ENSG00000188981
MSANTD2,11,124800706,MSANTD2,ENSG00000120458
MSANTD2-AS1,11,124800424,MSANTD2-AS1,ENSG00000245498
MSANTD2P1,21,23101223,MSANTD2P1,ENSG00000231058
MSANTD3,9,100427143,MSANTD3,ENSG00000066697
MSANTD3-TMEFF1,9,100442271,MSANTD3-TMEFF1,ENSG00000251349
MSANTD3P1,17,27527223,MSANTD3P1,ENSG00000263368
MSANTD4,11,106022403,MSANTD4,ENSG00000170903
MSANTD5,5,178697761,MSANTD5,ENSG00000285891
MSANTD7,10,14838302,MSANTD7,ENSG00000284024
MSC,8,71844412,MSC,ENSG00000178860
MSC-AS1,8,71828167,MSC-AS1,ENSG00000235531
MSGN1,2,17816460,MSGN1,ENSG00000151379
MSH2,2,47403067,MSH2,ENSG00000095002
MSH2-OT1,2,47526999,MSH2-OT1,ENSG00000235760
MSH3,5,80654652,MSH3,ENSG00000113318
MSH4,1,75796882,MSH4,ENSG00000057468
MSH5,6,2987757,MSH5,ENSG00000204410
MSH5-SAPCD1,6,2987786,MSH5-SAPCD1,ENSG00000255152
MSH6,2,47695530,MSH6,ENSG00000116062
MSI1,12,120369164,MSI1,ENSG00000135097
MSI2,17,57255851,MSI2,ENSG00000153944
MSL1,17,40121971,MSL1,ENSG00000188895
MSL2,3,136197241,MSL2,ENSG00000174579
MSL3,X,11758159,MSL3,ENSG00000005302
MSL3-DT,X,11757718,MSL3-DT,ENSG00000282840
MSL3B,2,233868386,MSL3B,ENSG00000293137
MSL3P2,7,139174266,MSL3P2,ENSG00000239254
MSL3P3,8,99341761,MSL3P3,ENSG00000237704
MSLN,16,760734,MSLN,ENSG00000102854
MSLNL,16,782054,MSLNL,ENSG00000162006
MSMB,10,46048180,MSMB,ENSG00000263639
MSMO1,4,165327667,MSMO1,ENSG00000052802
MSMP,9,35756613,MSMP,ENSG00000215183
MSN,X,65588377,MSN,ENSG00000147065
MSNP1,5,25909503,MSNP1,ENSG00000251593
MSR1,8,16567490,MSR1,ENSG00000038945
MSRA,HG76_PATCH,10326468,MSRA,ENSG00000285250
MSRA-DT,8,10055041,MSRA-DT,ENSG00000260093
MSRB1,HG401_PATCH,1943199,MSRB1,ENSG00000291928
MSRB1P1,19,39255269,MSRB1P1,ENSG00000213926
MSRB2,10,23095579,MSRB2,ENSG00000148450
MSRB3,12,65278643,MSRB3,ENSG00000174099
MSRB3-AS1,12,65642372,MSRB3-AS1,ENSG00000250748
MSS51,10,73433561,MSS51,ENSG00000166343
MST1,3,49689501,MST1,ENSG00000173531
MST1L,1,16764480,MST1L,ENSG00000186715
MST1P2,1,16645622,MST1P2,ENSG00000186301
MST1R,3,49903873,MST1R,ENSG00000164078
MSTN,2,190062729,MSTN,ENSG00000138379
MSTO1,1,155563235,MSTO1,ENSG00000125459
MSTO2P,1,155745829,MSTO2P,ENSG00000203761
MSX1,4,4859665,MSX1,ENSG00000163132
MSX2,5,174724582,MSX2,ENSG00000120149
MSX2P1,17,58157028,MSX2P1,ENSG00000229590
MT-ATP6,MT,8527,MT-ATP6,ENSG00000198899
MT-ATP8,MT,8366,MT-ATP8,ENSG00000228253
MT-CO1,MT,5904,MT-CO1,ENSG00000198804
MT-CO2,MT,7586,MT-CO2,ENSG00000198712
MT-CO3,MT,9207,MT-CO3,ENSG00000198938
MT-CYB,MT,14747,MT-CYB,ENSG00000198727
MT-ND1,MT,3307,MT-ND1,ENSG00000198888
MT-ND2,MT,4470,MT-ND2,ENSG00000198763
MT-ND3,MT,10059,MT-ND3,ENSG00000198840
MT-ND4,MT,10760,MT-ND4,ENSG00000198886
MT-ND4L,MT,10470,MT-ND4L,ENSG00000212907
MT-ND5,MT,12337,MT-ND5,ENSG00000198786
MT-ND6,MT,14673,MT-ND6,ENSG00000198695
MT-RNR1,MT,648,MT-RNR1,ENSG00000211459
MT-RNR2,MT,1671,MT-RNR2,ENSG00000210082
MT-TA,MT,5655,MT-TA,ENSG00000210127
MT-TC,MT,5826,MT-TC,ENSG00000210140
MT-TD,MT,7518,MT-TD,ENSG00000210154
MT-TE,MT,14742,MT-TE,ENSG00000210194
MT-TF,MT,577,MT-TF,ENSG00000210049
MT-TG,MT,9991,MT-TG,ENSG00000210164
MT-TH,MT,12138,MT-TH,ENSG00000210176
MT-TI,MT,4263,MT-TI,ENSG00000210100
MT-TK,MT,8295,MT-TK,ENSG00000210156
MT-TL1,MT,3230,MT-TL1,ENSG00000209082
MT-TL2,MT,12266,MT-TL2,ENSG00000210191
MT-TM,MT,4402,MT-TM,ENSG00000210112
MT-TN,MT,5729,MT-TN,ENSG00000210135
MT-TP,MT,16023,MT-TP,ENSG00000210196
MT-TQ,MT,4400,MT-TQ,ENSG00000210107
MT-TR,MT,10405,MT-TR,ENSG00000210174
MT-TS1,MT,7514,MT-TS1,ENSG00000210151
MT-TS2,MT,12207,MT-TS2,ENSG00000210184
MT-TT,MT,15888,MT-TT,ENSG00000210195
MT-TV,MT,1602,MT-TV,ENSG00000210077
MT-TW,MT,5512,MT-TW,ENSG00000210117
MT-TY,MT,5891,MT-TY,ENSG00000210144
MT1A,16,56638666,MT1A,ENSG00000205362
MT1B,16,56651886,MT1B,ENSG00000169688
MT1CP,16,56648248,MT1CP,ENSG00000205360
MT1DP,16,56643725,MT1DP,ENSG00000205361
MT1E,16,56625475,MT1E,ENSG00000169715
MT1F,16,56657731,MT1F,ENSG00000198417
MT1G,16,56668065,MT1G,ENSG00000125144
MT1H,16,56669814,MT1H,ENSG00000205358
MT1HL1,1,237004441,MT1HL1,ENSG00000244020
MT1IP,16,56675535,MT1IP,ENSG00000290663
MT1JP,16,56635712,MT1JP,ENSG00000290662
MT1L,16,56617563,MT1L,ENSG00000260549
MT1M,16,56632659,MT1M,ENSG00000205364
MT1P1,9,95413449,MT1P1,ENSG00000213761
MT1P3,20,35218009,MT1P3,ENSG00000229230
MT1X,16,56682470,MT1X,ENSG00000187193
MT1XP1,HG1343_HG173_HG459_PATCH,16241398,MT1XP1,ENSG00000291377
MT2A,16,56608584,MT2A,ENSG00000125148
MT2P1,HSCHR4_1_CTG9,69969,MT2P1,ENSG00000278061
MT3,16,56589074,MT3,ENSG00000087250
MT4,16,56565073,MT4,ENSG00000102891
MTA1,14,105419820,MTA1,ENSG00000182979
MTA1-DT,14,105419739,MTA1-DT,ENSG00000251602
MTA2,11,62601865,MTA2,ENSG00000149480
MTA3,2,42494569,MTA3,ENSG00000057935
MTA3P1,2,157962888,MTA3P1,ENSG00000228937
MTAP,9,21802636,MTAP,ENSG00000099810
MTAPP1,3,158610857,MTAPP1,ENSG00000243025
MTAPP2,3,189969861,MTAPP2,ENSG00000230077
MTARC1,1,220786352,MTARC1,ENSG00000186205
MTARC2,1,220748225,MTARC2,ENSG00000117791
MTARC2P1,3,6208269,MTARC2P1,ENSG00000232958
MTATP6P1,1,633696,MTATP6P1,ENSG00000248527
MTATP6P10,7,57190461,MTATP6P10,ENSG00000283626
MTATP6P11,9,5099560,MTATP6P11,ENSG00000228097
MTATP6P13,1,93926072,MTATP6P13,ENSG00000229842
MTATP6P14,1,106803427,MTATP6P14,ENSG00000233449
MTATP6P15,11,103403422,MTATP6P15,ENSG00000254931
MTATP6P16,2,201550524,MTATP6P16,ENSG00000224299
MTATP6P17,2,202615769,MTATP6P17,ENSG00000235433
MTATP6P18,7,64107572,MTATP6P18,ENSG00000227035
MTATP6P19,X,102798396,MTATP6P19,ENSG00000228316
MTATP6P2,5,100052597,MTATP6P2,ENSG00000270307
MTATP6P20,22,36174261,MTATP6P20,ENSG00000237948
MTATP6P21,7,67627831,MTATP6P21,ENSG00000226392
MTATP6P22,3,106898268,MTATP6P22,ENSG00000249580
MTATP6P23,10,69590355,MTATP6P23,ENSG00000230755
MTATP6P24,16,10725296,MTATP6P24,ENSG00000262381
MTATP6P25,6,91726810,MTATP6P25,ENSG00000262095
MTATP6P26,2,120211054,MTATP6P26,ENSG00000236878
MTATP6P27,19,12506249,MTATP6P27,ENSG00000234003
MTATP6P29,9,92108858,MTATP6P29,ENSG00000232179
MTATP6P3,17,22529934,MTATP6P3,ENSG00000263483
MTATP6P30,9,31505280,MTATP6P30,ENSG00000226998
MTATP6P31,6,153666627,MTATP6P31,ENSG00000218776
MTATP6P4,2,131381590,MTATP6P4,ENSG00000236590
MTATP6P5,2,143100612,MTATP6P5,ENSG00000284167
MTATP6P7,2,453067,MTATP6P7,ENSG00000232990
MTATP6P8,7,57167200,MTATP6P8,ENSG00000283547
MTATP6P9,4,155458640,MTATP6P9,ENSG00000248420
MTATP8P1,1,633535,MTATP8P1,ENSG00000240409
MTATP8P2,2,87824942,MTATP8P2,ENSG00000229604
MTBP,8,120445400,MTBP,ENSG00000172167
MTCH1,6,36986298,MTCH1,ENSG00000137409
MTCH1P1,6,138650973,MTCH1P1,ENSG00000216802
MTCH1P2,11,18596571,MTCH1P2,ENSG00000256282
MTCH2,HG2114_PATCH,47642607,MTCH2,ENSG00000285121
MTCH2P1,3,137536142,MTCH2P1,ENSG00000243886
MTCH2P2,12,92530460,MTCH2P2,ENSG00000258262
MTCH2P3,16,57713782,MTCH2P3,ENSG00000260438
MTCH2P4,16,53011286,MTCH2P4,ENSG00000260939
MTCL1,18,8705556,MTCL1,ENSG00000168502
MTCL1P1,13,70923664,MTCL1P1,ENSG00000226554
MTCL2,20,36863538,MTCL2,ENSG00000149639
MTCL3,6,127519335,MTCL3,ENSG00000214338
MTCO1P1,21,8845566,MTCO1P1,ENSG00000280243
MTCO1P10,7,57187892,MTCO1P10,ENSG00000236692
MTCO1P11,9,5096666,MTCO1P11,ENSG00000224083
MTCO1P12,1,631074,MTCO1P12,ENSG00000237973
MTCO1P14,1,106806032,MTCO1P14,ENSG00000232551
MTCO1P15,11,103405834,MTCO1P15,ENSG00000255350
MTCO1P17,2,202614214,MTCO1P17,ENSG00000223619
MTCO1P18,2,131384061,MTCO1P18,ENSG00000237910
MTCO1P19,X,102796251,MTCO1P19,ENSG00000237300
MTCO1P2,14,32484800,MTCO1P2,ENSG00000259045
MTCO1P20,22,36172422,MTCO1P20,ENSG00000233764
MTCO1P21,1,93928302,MTCO1P21,ENSG00000226960
MTCO1P22,5,100055045,MTCO1P22,ENSG00000271207
MTCO1P23,10,69592931,MTCO1P23,ENSG00000235524
MTCO1P24,5,98411792,MTCO1P24,ENSG00000249448
MTCO1P25,7,69333633,MTCO1P25,ENSG00000229031
MTCO1P27,19,12504665,MTCO1P27,ENSG00000232579
MTCO1P28,16,3369246,MTCO1P28,ENSG00000262118
MTCO1P29,3,120722024,MTCO1P29,ENSG00000240452
MTCO1P3,21,45376382,MTCO1P3,ENSG00000228930
MTCO1P30,5,5395957,MTCO1P30,ENSG00000248729
MTCO1P31,5,5396968,MTCO1P31,ENSG00000251476
MTCO1P35,3,106901081,MTCO1P35,ENSG00000250630
MTCO1P38,1,237941061,MTCO1P38,ENSG00000283174
MTCO1P39,17,19605454,MTCO1P39,ENSG00000224254
MTCO1P4,8,103088796,MTCO1P4,ENSG00000253556
MTCO1P40,17,53105734,MTCO1P40,ENSG00000262902
MTCO1P42,2,50589415,MTCO1P42,ENSG00000230327
MTCO1P43,2,117026537,MTCO1P43,ENSG00000228898
MTCO1P44,2,140217239,MTCO1P44,ENSG00000227149
MTCO1P45,2,155263724,MTCO1P45,ENSG00000232982
MTCO1P46,2,211778273,MTCO1P46,ENSG00000236007
MTCO1P47,8,110934533,MTCO1P47,ENSG00000254241
MTCO1P48,2,94900661,MTCO1P48,ENSG00000237055
MTCO1P49,8,133755845,MTCO1P49,ENSG00000253916
MTCO1P5,3,12165642,MTCO1P5,ENSG00000233026
MTCO1P51,9,80564630,MTCO1P51,ENSG00000232981
MTCO1P52,X,55178737,MTCO1P52,ENSG00000229760
MTCO1P53,X,126471705,MTCO1P53,ENSG00000230916
MTCO1P54,2,202619896,MTCO1P54,ENSG00000233311
MTCO1P55,7,141802059,MTCO1P55,ENSG00000241926
MTCO1P56,6,91727505,MTCO1P56,ENSG00000220340
MTCO1P57,7,68097737,MTCO1P57,ENSG00000232975
MTCO1P58,3,171534423,MTCO1P58,ENSG00000234594
MTCO1P59,20,5965180,MTCO1P59,ENSG00000231961
MTCO1P6,3,89590097,MTCO1P6,ENSG00000240309
MTCO1P7,2,450468,MTCO1P7,ENSG00000236211
MTCO1P8,7,64110147,MTCO1P8,ENSG00000234700
MTCO1P9,4,155461237,MTCO1P9,ENSG00000251223
MTCO2P1,20,60414872,MTCO2P1,ENSG00000229690
MTCO2P10,7,57189578,MTCO2P10,ENSG00000284291
MTCO2P11,9,5098341,MTCO2P11,ENSG00000235917
MTCO2P12,1,632757,MTCO2P12,ENSG00000229344
MTCO2P15,11,103404167,MTCO2P15,ENSG00000255417
MTCO2P16,2,201549631,MTCO2P16,ENSG00000234842
MTCO2P17,2,202614853,MTCO2P17,ENSG00000233888
MTCO2P18,2,131382497,MTCO2P18,ENSG00000234480
MTCO2P19,X,102797531,MTCO2P19,ENSG00000237628
MTCO2P2,18,47853457,MTCO2P2,ENSG00000267541
MTCO2P20,22,36172934,MTCO2P20,ENSG00000231576
MTCO2P21,1,93927569,MTCO2P21,ENSG00000236689
MTCO2P22,5,100053539,MTCO2P22,ENSG00000270225
MTCO2P23,10,69591262,MTCO2P23,ENSG00000235803
MTCO2P24,5,98410100,MTCO2P24,ENSG00000249990
MTCO2P25,7,69331378,MTCO2P25,ENSG00000230654
MTCO2P27,19,12504905,MTCO2P27,ENSG00000230321
MTCO2P29,3,120722458,MTCO2P29,ENSG00000243257
MTCO2P3,13,57204379,MTCO2P3,ENSG00000230009
MTCO2P30,5,5396335,MTCO2P30,ENSG00000250808
MTCO2P31,6,153665707,MTCO2P31,ENSG00000217160
MTCO2P32,HSCHR5_3_CTG1,143064,MTCO2P32,ENSG00000281511
MTCO2P33,6,24947880,MTCO2P33,ENSG00000217083
MTCO2P34,1,55373316,MTCO2P34,ENSG00000232198
MTCO2P4,8,103091263,MTCO2P4,ENSG00000253977
MTCO2P5,2,143101355,MTCO2P5,ENSG00000231766
MTCO2P6,3,89588570,MTCO2P6,ENSG00000240951
MTCO2P7,2,452152,MTCO2P7,ENSG00000230496
MTCO2P8,7,64108486,MTCO2P8,ENSG00000234234
MTCO2P9,4,155459563,MTCO2P9,ENSG00000249386
MTCO3P1,6,32706955,MTCO3P1,ENSG00000235040
MTCO3P10,7,57167880,MTCO3P10,ENSG00000231537
MTCO3P11,9,5100236,MTCO3P11,ENSG00000237711
MTCO3P12,1,634376,MTCO3P12,ENSG00000198744
MTCO3P13,17,22530612,MTCO3P13,ENSG00000264316
MTCO3P15,11,103402586,MTCO3P15,ENSG00000254895
MTCO3P16,2,201552859,MTCO3P16,ENSG00000227736
MTCO3P17,2,202616700,MTCO3P17,ENSG00000237542
MTCO3P18,2,131380913,MTCO3P18,ENSG00000227661
MTCO3P19,X,102799563,MTCO3P19,ENSG00000224471
MTCO3P2,13,23766104,MTCO3P2,ENSG00000232102
MTCO3P20,22,36175167,MTCO3P20,ENSG00000225557
MTCO3P21,1,93925385,MTCO3P21,ENSG00000232752
MTCO3P22,5,100051916,MTCO3P22,ENSG00000270388
MTCO3P23,15,58150275,MTCO3P23,ENSG00000259651
MTCO3P24,16,10724617,MTCO3P24,ENSG00000262158
MTCO3P27,4,64606418,MTCO3P27,ENSG00000251430
MTCO3P28,4,64611888,MTCO3P28,ENSG00000248328
MTCO3P29,9,92109013,MTCO3P29,ENSG00000228069
MTCO3P30,9,31505946,MTCO3P30,ENSG00000229080
MTCO3P31,6,153667318,MTCO3P31,ENSG00000217044
MTCO3P35,3,106897671,MTCO3P35,ENSG00000242836
MTCO3P38,3,166161968,MTCO3P38,ENSG00000242456
MTCO3P39,4,171300,MTCO3P39,ENSG00000268736
MTCO3P4,7,57191141,MTCO3P4,ENSG00000228851
MTCO3P40,9,82428025,MTCO3P40,ENSG00000228046
MTCO3P41,7,67628022,MTCO3P41,ENSG00000237466
MTCO3P42,4,49549435,MTCO3P42,ENSG00000268391
MTCO3P43,2,120211727,MTCO3P43,ENSG00000227788
MTCO3P44,4,25721056,MTCO3P44,ENSG00000248654
MTCO3P45,2,94900990,MTCO3P45,ENSG00000232128
MTCO3P46,HSCHR1_5_CTG32_1,235542390,MTCO3P46,ENSG00000282999
MTCO3P47,HG126_PATCH,258279,MTCO3P47,ENSG00000280505
MTCO3P5,2,143099933,MTCO3P5,ENSG00000225476
MTCO3P7,2,453744,MTCO3P7,ENSG00000249997
MTCO3P8,7,64106819,MTCO3P8,ENSG00000233385
MTCO3P9,4,155457960,MTCO3P9,ENSG00000249698
MTCP1,X,155147937,MTCP1,ENSG00000214827
MTCYBP1,Y,8364032,MTCYBP1,ENSG00000234179
MTCYBP10,2,131369711,MTCYBP10,ENSG00000233285
MTCYBP11,2,143094164,MTCYBP11,ENSG00000224288
MTCYBP12,X,5169512,MTCYBP12,ENSG00000226313
MTCYBP13,17,22519617,MTCYBP13,ENSG00000266529
MTCYBP14,HSCHR1_5_CTG32_1,163563,MTCYBP14,ENSG00000282918
MTCYBP15,1,237949143,MTCYBP15,ENSG00000232154
MTCYBP16,4,64608831,MTCYBP16,ENSG00000251385
MTCYBP17,4,155452405,MTCYBP17,ENSG00000249247
MTCYBP18,5,134924049,MTCYBP18,ENSG00000244921
MTCYBP19,8,36278886,MTCYBP19,ENSG00000253504
MTCYBP2,Y,18872102,MTCYBP2,ENSG00000217179
MTCYBP20,8,46838706,MTCYBP20,ENSG00000254118
MTCYBP21,21,44472516,MTCYBP21,ENSG00000224747
MTCYBP22,5,100046374,MTCYBP22,ENSG00000270232
MTCYBP23,15,58154960,MTCYBP23,ENSG00000259671
MTCYBP24,7,112374324,MTCYBP24,ENSG00000236232
MTCYBP27,14,84176419,MTCYBP27,ENSG00000259012
MTCYBP28,16,82121769,MTCYBP28,ENSG00000260161
MTCYBP29,7,57173357,MTCYBP29,ENSG00000224880
MTCYBP3,13,95694569,MTCYBP3,ENSG00000232373
MTCYBP31,X,70121474,MTCYBP31,ENSG00000226579
MTCYBP32,X,102806741,MTCYBP32,ENSG00000229794
MTCYBP33,16,10719762,MTCYBP33,ENSG00000263241
MTCYBP34,22,36175857,MTCYBP34,ENSG00000237129
MTCYBP35,5,94569540,MTCYBP35,ENSG00000251340
MTCYBP36,6,94447179,MTCYBP36,ENSG00000216853
MTCYBP37,5,8619178,MTCYBP37,ENSG00000248765
MTCYBP38,X,126729104,MTCYBP38,ENSG00000226414
MTCYBP39,2,116751158,MTCYBP39,ENSG00000226341
MTCYBP4,6,133150568,MTCYBP4,ENSG00000220113
MTCYBP40,5,97678681,MTCYBP40,ENSG00000248931
MTCYBP41,11,87816157,MTCYBP41,ENSG00000254650
MTCYBP42,7,22748804,MTCYBP42,ENSG00000228803
MTCYBP43,4,30885182,MTCYBP43,ENSG00000250624
MTCYBP44,4,81734207,MTCYBP44,ENSG00000248282
MTCYBP45,1,11425821,MTCYBP45,ENSG00000224338
MTCYBP5,7,57196638,MTCYBP5,ENSG00000234671
MTCYBP6,7,117264530,MTCYBP6,ENSG00000230605
MTCYBP7,2,82818131,MTCYBP7,ENSG00000227789
MTCYBP8,2,459256,MTCYBP8,ENSG00000233550
MTCYBP9,2,155314066,MTCYBP9,ENSG00000229935
MTDH,8,97644184,MTDH,ENSG00000147649
MTDHP1,7,64942926,MTDHP1,ENSG00000270948
MTDHP2,19,21940820,MTDHP2,ENSG00000269615
MTDHP3,19,21678221,MTDHP3,ENSG00000268433
MTDHP4,19,39417,MTDHP4,ENSG00000268535
MTDHP5,19,168342,MTDHP5,ENSG00000269575
MTERF1,7,91880702,MTERF1,ENSG00000127989
MTERF1P1,3,60616822,MTERF1P1,ENSG00000240097
MTERF2,12,106987163,MTERF2,ENSG00000120832
MTERF3,8,96261610,MTERF3,ENSG00000156469
MTERF4,2,241102332,MTERF4,ENSG00000122085
MTF1,1,37859592,MTF1,ENSG00000188786
MTF2,1,93079235,MTF2,ENSG00000143033
MTFMT,15,65029639,MTFMT,ENSG00000103707
MTFP1,22,30425623,MTFP1,ENSG00000242114
MTFR1,8,65644734,MTFR1,ENSG00000066855
MTFR1L,1,25818640,MTFR1L,ENSG00000117640
MTFR1P1,X,66361776,MTFR1P1,ENSG00000231356
MTFR2,6,136250335,MTFR2,ENSG00000146410
MTFR2P1,2,63233577,MTFR2P1,ENSG00000233716
MTFR2P2,22,39750127,MTFR2P2,ENSG00000235647
MTG1,10,133394094,MTG1,ENSG00000148824
MTG2,20,62183028,MTG2,ENSG00000101181
MTHFD1,14,64388031,MTHFD1,ENSG00000100714
MTHFD1L,6,150865679,MTHFD1L,ENSG00000120254
MTHFD1P1,X,57395409,MTHFD1P1,ENSG00000231831
MTHFD2,2,74186172,MTHFD2,ENSG00000065911
MTHFD2L,4,74114174,MTHFD2L,ENSG00000163738
MTHFD2P1,3,95722103,MTHFD2P1,ENSG00000293294
MTHFD2P2,6,87000291,MTHFD2P2,ENSG00000217169
MTHFD2P3,6,107986031,MTHFD2P3,ENSG00000231112
MTHFD2P4,4,162322188,MTHFD2P4,ENSG00000251253
MTHFD2P5,7,82590691,MTHFD2P5,ENSG00000213530
MTHFD2P6,5,41968366,MTHFD2P6,ENSG00000249266
MTHFD2P7,3,179464346,MTHFD2P7,ENSG00000181260
MTHFR,1,11806455,MTHFR,ENSG00000177000
MTHFS,15,79897379,MTHFS,ENSG00000136371
MTHFSD,16,86555235,MTHFSD,ENSG00000103248
MTIF2,2,55269347,MTIF2,ENSG00000085760
MTIF2P1,1,121502344,MTIF2P1,ENSG00000233432
MTIF3,13,27450591,MTIF3,ENSG00000122033
MTL3P,18,68527970,MTL3P,ENSG00000264697
MTLN,2,110245420,MTLN,ENSG00000175701
MTM1,X,150568417,MTM1,ENSG00000171100
MTMR1,X,150692971,MTMR1,ENSG00000063601
MTMR10,15,30991628,MTMR10,ENSG00000166912
MTMR11,1,149936879,MTMR11,ENSG00000014914
MTMR12,5,32312987,MTMR12,ENSG00000150712
MTMR12P1,11,101208905,MTMR12P1,ENSG00000255504
MTMR14,3,9649433,MTMR14,ENSG00000163719
MTMR2,11,95925315,MTMR2,ENSG00000087053
MTMR3,22,29883169,MTMR3,ENSG00000100330
MTMR4,17,58517905,MTMR4,ENSG00000108389
MTMR6,13,25287510,MTMR6,ENSG00000139505
MTMR7,8,17413528,MTMR7,ENSG00000003987
MTMR8,X,64395452,MTMR8,ENSG00000102043
MTMR9,8,2061757,MTMR9,ENSG00000104643
MTMR9LP,1,32241824,MTMR9LP,ENSG00000291132
MTMR9P1,6,49078051,MTMR9P1,ENSG00000218337
MTNAP1,17,73232233,MTNAP1,ENSG00000141219
MTNAP1P1,2,161570185,MTNAP1P1,ENSG00000226946
MTND1P1,Y,8371663,MTND1P1,ENSG00000226529
MTND1P10,22,36178554,MTND1P10,ENSG00000229088
MTND1P11,9,5094139,MTND1P11,ENSG00000228166
MTND1P12,Y,11445564,MTND1P12,ENSG00000225433
